task_id	endpoint_family	parameter_semantics	normalized_unit	strict_modelable	size_bin	n	unique_values	min	p01	p05	p25	median	p75	p95	p99	max	mean	sd	iqr	mad	top_value_fraction	zero_count	negative_count	positive_count	tukey_outlier_count	assay_family	hard_conflict_rows	helm_representation_rows	largest_source_fraction	parameter_basis	research_modelable	semantic_signature	sequence_representation_rows	smiles_representation_rows	target_transform	unique_identities	unique_sources
mlv1.t1_2.regression.plasma_serum_stability.b352b50f2cfea108	T1/2	plasma_serum_stability	log10(h)	false	1	1	1	1.30102999566	1.30102999566	1.30102999566	1.30102999566	1.30102999566	1.30102999566	1.30102999566	1.30102999566	1.30102999566	1.30102999566	0	0	0	1	0	0	1	0	plasma_serum_stability	0	1	1	elapsed_time	false	"{""assay_family"":""plasma_serum_stability"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""other_peptide_specific_immunoassay"",""matrix"":""serum"",""protease"":""not_applicable"",""route"":""not_applicable"",""species"":""human""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""plasma_serum_stability"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	0	log10	1	1
mlv1.t1_2.regression.plasma_serum_stability.b723e8bae1e732f6	T1/2	plasma_serum_stability	log10(h)	false	2-4	4	4	-0.632023214705	-0.607779780492	-0.510806043641	-0.0259373593843	0.314194465025	0.604397713334	0.969437814947	1.04244583527	1.06069784035	0.264265888924	0.702559304011	0.630335072718	0.442303290647	0.25	0	1	3	0	plasma_serum_stability	0	3	1	elapsed_time	false	"{""assay_family"":""plasma_serum_stability"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""lc_ms_ms"",""matrix"":""plasma"",""protease"":""not_applicable"",""route"":""not_applicable"",""species"":""mouse""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""plasma_serum_stability"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	1	log10	4	1
mlv1.t1_2.regression.plasma_serum_stability.b838a21be496b6f9	T1/2	plasma_serum_stability	log10(h)	false	1	1	1	-1.20994952632	-1.20994952632	-1.20994952632	-1.20994952632	-1.20994952632	-1.20994952632	-1.20994952632	-1.20994952632	-1.20994952632	-1.20994952632	0	0	0	1	0	1	0	0	plasma_serum_stability	0	1	1	elapsed_time	false	"{""assay_family"":""plasma_serum_stability"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""assay_not_reported"",""matrix"":""blood"",""protease"":""not_applicable"",""route"":""not_applicable"",""species"":""rat""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""plasma_serum_stability"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	0	log10	1	1
mlv1.t1_2.regression.plasma_serum_stability.bb89802b7ded20da	T1/2	plasma_serum_stability	log10(h)	false	1	1	1	-0.435728569561	-0.435728569561	-0.435728569561	-0.435728569561	-0.435728569561	-0.435728569561	-0.435728569561	-0.435728569561	-0.435728569561	-0.435728569561	0	0	0	1	0	1	0	0	plasma_serum_stability	0	1	1	elapsed_time	false	"{""assay_family"":""plasma_serum_stability"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""other_sandwich_immunoluminome_5a286e46"",""matrix"":""plasma"",""protease"":""not_applicable"",""route"":""not_applicable"",""species"":""human""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""plasma_serum_stability"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	0	log10	1	1
mlv1.t1_2.regression.plasma_serum_stability.bc0f6ea6a5ffc132	T1/2	plasma_serum_stability	log10(h)	false	10-29	15	15	-1.27300127206	-1.24586646842	-1.13732725385	-0.0813636487487	0.263241434775	0.700412848455	0.839966345748	0.890465258743	0.903089986992	0.159913818069	0.671939509039	0.781776497204	0.435728569561	0.0666666666667	0	5	10	1	plasma_serum_stability	0	15	1	elapsed_time	false	"{""assay_family"":""plasma_serum_stability"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""hplc"",""matrix"":""serum"",""protease"":""not_applicable"",""route"":""not_applicable"",""species"":""human""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""plasma_serum_stability"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	0	log10	15	1
mlv1.t1_2.regression.plasma_serum_stability.c271a5310d5210f5	T1/2	plasma_serum_stability	log10(h)	false	1	1	1	1.26951294422	1.26951294422	1.26951294422	1.26951294422	1.26951294422	1.26951294422	1.26951294422	1.26951294422	1.26951294422	1.26951294422	0	0	0	1	0	0	1	0	plasma_serum_stability	0	0	1	elapsed_time	false	"{""assay_family"":""plasma_serum_stability"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""other_lc_ms"",""matrix"":""plasma"",""protease"":""not_applicable"",""route"":""not_applicable"",""species"":""species_not_reported""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""plasma_serum_stability"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	1	log10	1	1
mlv1.t1_2.regression.plasma_serum_stability.c6538b3e01f5c314	T1/2	plasma_serum_stability	log10(h)	false	2-4	3	3	-0.547702329005	-0.534581492929	-0.482098148626	-0.219681427108	0.108339474789	0.127233755234	0.142349179589	0.14537226446	0.146128035678	-0.0977449395127	0.390132327682	0.346915182342	0.037788560889	0.333333333333	0	1	2	0	plasma_serum_stability	0	3	1	elapsed_time	false	"{""assay_family"":""plasma_serum_stability"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""hplc"",""matrix"":""serum"",""protease"":""not_applicable"",""route"":""not_applicable"",""species"":""species_not_reported""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""plasma_serum_stability"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	0	log10	3	1
mlv1.t1_2.regression.plasma_serum_stability.ca7d464bc7eb5852	T1/2	plasma_serum_stability	log10(h)	false	2-4	2	2	-0.933053210369	-0.930432091073	-0.919947613887	-0.867525227961	-0.801997245552	-0.736469263144	-0.684046877218	-0.673562400032	-0.670941280736	-0.801997245552	0.185341122873	0.131055964817	0.131055964817	0.5	0	2	0	0	plasma_serum_stability	0	2	1	elapsed_time	false	"{""assay_family"":""plasma_serum_stability"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""other_tlc_thin_layer_chromatography"",""matrix"":""plasma"",""protease"":""not_applicable"",""route"":""not_applicable"",""species"":""human""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""plasma_serum_stability"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	0	log10	2	1
mlv1.t1_2.regression.plasma_serum_stability.cb59ba36993c6f84	T1/2	plasma_serum_stability	log10(h)	false	2-4	3	3	-1.39794000867	-1.39758543333	-1.39616713197	-1.38907562519	-1.38021124171	-1.03778856089	-0.763850416231	-0.7090627873	-0.695365880067	-1.15783904348	0.400611591762	0.351287064302	0.01772876696	0.333333333333	0	3	0	0	plasma_serum_stability	0	3	1	elapsed_time	false	"{""assay_family"":""plasma_serum_stability"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""radioimmunoassay"",""matrix"":""plasma"",""protease"":""not_applicable"",""route"":""not_applicable"",""species"":""human""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""plasma_serum_stability"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	0	log10	3	1
mlv1.t1_2.regression.plasma_serum_stability.cecea36ab7ba5a41	T1/2	plasma_serum_stability	log10(h)	false	1	1	1	-0.698970004336	-0.698970004336	-0.698970004336	-0.698970004336	-0.698970004336	-0.698970004336	-0.698970004336	-0.698970004336	-0.698970004336	-0.698970004336	0	0	0	1	0	1	0	0	plasma_serum_stability	0	1	1	elapsed_time	false	"{""assay_family"":""plasma_serum_stability"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""lc_ms"",""matrix"":""plasma"",""protease"":""not_applicable"",""route"":""not_applicable"",""species"":""species_not_reported""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""plasma_serum_stability"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	0	log10	1	1
mlv1.t1_2.regression.plasma_serum_stability.d1833c972ed77984	T1/2	plasma_serum_stability	log10(h)	false	2-4	2	2	-0.0377885608894	-0.0374106752805	-0.0358991328449	-0.028341420667	-0.0188942804447	-0.00944714022235	-0.00188942804447	-0.000377885608894	0	-0.0188942804447	0.0267205476562	0.0188942804447	0.0188942804447	0.5	1	1	0	0	plasma_serum_stability	0	2	1	elapsed_time	false	"{""assay_family"":""plasma_serum_stability"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""radioimmunoassay"",""matrix"":""blood"",""protease"":""not_applicable"",""route"":""not_applicable"",""species"":""human""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""plasma_serum_stability"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	0	log10	2	1
mlv1.t1_2.regression.plasma_serum_stability.eced0c6931266b56	T1/2	plasma_serum_stability	log10(h)	false	5-9	5	5	-1.28678955655	-1.28236162465	-1.26464989705	-1.17609125906	0.819543935542	1.10720996965	1.16231500118	1.17333600748	1.17609125906	0.127992869728	1.24878580707	2.28330122871	0.356547323518	0.2	0	2	3	0	plasma_serum_stability	0	5	1	elapsed_time	false	"{""assay_family"":""plasma_serum_stability"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""lc_ms"",""matrix"":""serum"",""protease"":""not_applicable"",""route"":""not_applicable"",""species"":""human""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""plasma_serum_stability"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	0	log10	5	1
mlv1.t1_2.regression.plasma_serum_stability.ed70baca24764723	T1/2	plasma_serum_stability	log10(h)	false	2-4	2	2	-1.47712125472	-1.47289699796	-1.4559999709	-1.37151483563	-1.26590841654	-1.16030199744	-1.07581686217	-1.05891983511	-1.05469557835	-1.26590841654	0.298700060309	0.211212838185	0.211212838185	0.5	0	2	0	0	plasma_serum_stability	0	2	1	elapsed_time	false	"{""assay_family"":""plasma_serum_stability"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""lc_ms_ms"",""matrix"":""serum"",""protease"":""not_applicable"",""route"":""not_applicable"",""species"":""mouse""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""plasma_serum_stability"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	0	log10	2	1
mlv1.t1_2.regression.plasma_serum_stability.eea4f14359f9bbd9	T1/2	plasma_serum_stability	log10(h)	false	1	1	1	-1.02380291467	-1.02380291467	-1.02380291467	-1.02380291467	-1.02380291467	-1.02380291467	-1.02380291467	-1.02380291467	-1.02380291467	-1.02380291467	0	0	0	1	0	1	0	0	plasma_serum_stability	0	1	1	elapsed_time	false	"{""assay_family"":""plasma_serum_stability"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""mass_spectrometry"",""matrix"":""plasma"",""protease"":""not_applicable"",""route"":""not_applicable"",""species"":""mouse""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""plasma_serum_stability"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	0	log10	1	1
mlv1.t1_2.regression.plasma_serum_stability.f315e07dc3855264	T1/2	plasma_serum_stability	log10(h)	false	2-4	2	2	-0.0457574905607	-0.0416826372949	-0.0253832242318	0.056113841084	0.157985172729	0.259856504373	0.341353569689	0.357652982752	0.361727836018	0.157985172729	0.288135637658	0.203742663289	0.203742663289	0.5	0	1	1	0	plasma_serum_stability	0	2	1	elapsed_time	false	"{""assay_family"":""plasma_serum_stability"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""other_waters_xevo_tq_ms"",""matrix"":""plasma"",""protease"":""not_applicable"",""route"":""not_applicable"",""species"":""rat""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""plasma_serum_stability"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	0	log10	2	1
mlv1.t1_2.regression.plasma_serum_stability.fbdc316f374e5c2b	T1/2	plasma_serum_stability	log10(h)	false	1	1	1	-0.0409586076789	-0.0409586076789	-0.0409586076789	-0.0409586076789	-0.0409586076789	-0.0409586076789	-0.0409586076789	-0.0409586076789	-0.0409586076789	-0.0409586076789	0	0	0	1	0	1	0	0	plasma_serum_stability	0	1	1	elapsed_time	false	"{""assay_family"":""plasma_serum_stability"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""mass_spectrometry"",""matrix"":""plasma"",""protease"":""not_applicable"",""route"":""not_applicable"",""species"":""dog""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""plasma_serum_stability"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	0	log10	1	1
mlv1.t1_2.regression.plasma_serum_stability.fdefec0fab1755c4	T1/2	plasma_serum_stability	log10(h)	false	2-4	2	2	0.0606978403536	0.0623953511638	0.0691853944048	0.10313561061	0.145573380866	0.188011151122	0.221961367327	0.228751410568	0.230448921378	0.145573380866	0.120032140506	0.0848755405122	0.0848755405122	0.5	0	0	2	0	plasma_serum_stability	0	2	1	elapsed_time	false	"{""assay_family"":""plasma_serum_stability"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""hplc"",""matrix"":""blood"",""protease"":""not_applicable"",""route"":""not_applicable"",""species"":""human""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""plasma_serum_stability"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	0	log10	2	1
mlv1.t1_2.regression.protease_intestinal_stability.2b087cf875153c2d	T1/2	protease_intestinal_stability	log10(h)	false	1	1	1	-0.330993219041	-0.330993219041	-0.330993219041	-0.330993219041	-0.330993219041	-0.330993219041	-0.330993219041	-0.330993219041	-0.330993219041	-0.330993219041	0	0	0	1	0	1	0	0	protease_intestinal_stability	0	1	1	elapsed_time	false	"{""assay_family"":""protease_intestinal_stability"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""protease_unspecified"",""matrix"":""non_brain_homogenate"",""protease"":""protease_unspecified"",""route"":""not_applicable"",""species"":""mouse""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""protease_intestinal_stability"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	0	log10	1	1
mlv1.t1_2.regression.protease_intestinal_stability.312ac4c107e78599	T1/2	protease_intestinal_stability	log10(h)	false	1	1	1	-1.23777171571	-1.23777171571	-1.23777171571	-1.23777171571	-1.23777171571	-1.23777171571	-1.23777171571	-1.23777171571	-1.23777171571	-1.23777171571	0	0	0	1	0	1	0	0	protease_intestinal_stability	0	1	1	elapsed_time	false	"{""assay_family"":""protease_intestinal_stability"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""chymotrypsin"",""matrix"":""intestinal_matrix"",""protease"":""chymotrypsin"",""route"":""not_applicable"",""species"":""species_not_reported""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""protease_intestinal_stability"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	0	log10	1	1
mlv1.t1_2.regression.protease_intestinal_stability.5382cceee3dfb0e0	T1/2	protease_intestinal_stability	log10(h)	false	1	1	1	0.203214258695	0.203214258695	0.203214258695	0.203214258695	0.203214258695	0.203214258695	0.203214258695	0.203214258695	0.203214258695	0.203214258695	0	0	0	1	0	0	1	0	protease_intestinal_stability	0	1	1	elapsed_time	false	"{""assay_family"":""protease_intestinal_stability"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""protease_unspecified"",""matrix"":""plasma"",""protease"":""protease_unspecified"",""route"":""not_applicable"",""species"":""mouse""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""protease_intestinal_stability"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	0	log10	1	1
mlv1.t1_2.regression.protease_intestinal_stability.5a49420d391accc6	T1/2	protease_intestinal_stability	log10(h)	false	2-4	2	2	-1.34358234635	-1.32543360578	-1.25283864348	-0.889863831998	-0.436145317646	0.0175731967068	0.380548008189	0.453142970485	0.471291711059	-0.436145317646	1.28330975299	0.907437028705	0.907437028704	0.5	0	1	1	0	protease_intestinal_stability	0	2	1	elapsed_time	false	"{""assay_family"":""protease_intestinal_stability"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""simulated_intestinal_fluid"",""matrix"":""simulated_intestinal_fluid"",""protease"":""simulated_intestinal_fluid"",""route"":""not_applicable"",""species"":""species_not_reported""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""protease_intestinal_stability"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	0	log10	2	1
mlv1.t1_2.regression.protease_intestinal_stability.5f3466e372636127	T1/2	protease_intestinal_stability	log10(h)	false	2-4	2	2	-1.17609125906	-1.16955913392	-1.14343063337	-1.01278813061	-0.84948500217	-0.686181873725	-0.555539370969	-0.529410870418	-0.52287874528	-0.84948500217	0.46189099805	0.32660625689	0.32660625689	0.5	0	2	0	0	protease_intestinal_stability	0	2	1	elapsed_time	false	"{""assay_family"":""protease_intestinal_stability"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""trypsin"",""matrix"":""enzyme_solution"",""protease"":""trypsin"",""route"":""not_applicable"",""species"":""species_not_reported""},""endpoint_family"":""T1/2"",""normalized_unit"":""log10(h)"",""parameter_basis"":""elapsed_time"",""parameter_semantics"":""protease_intestinal_stability"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	0	log10	2	1
